movie_id,title,cast,release_year,director,genres,budget_usd,box_office_usd,plot,decade,box_office_to_budget,tmdb_id,imdb_id,runtime,vote_average,vote_count,popularity,tagline,poster_url,enriched
M1970_01,Dirty Harry,"Clint Eastwood, Andrew Robinson, Harry Guardino",1971,Don Siegel,"Action, Crime Thriller",4000000,36000000,A rogue inspector plays by his own rules to catch a sadistic sniper terrorizing San Francisco.,1970,9.0,984,tt0066999,102,7.5,2787,7.7176,Detective Harry Callahan. He doesn't break murder cases. He smashes them.,https://image.tmdb.org/t/p/w500/scl2JDHzYoIEs5xyYy5ITCfyY0G.jpg,True
M1970_02,The French Connection,"Gene Hackman, Fernando Rey, Roy Scheider",1971,William Friedkin,"Action, Crime Thriller",1800000,51700000,Two NYC narcotics detectives attempt to bust a massive international heroin smuggling ring.,1970,28.72222222222222,1051,tt0067116,104,7.492,2167,7.649,Doyle is bad news—but a good cop.,https://image.tmdb.org/t/p/w500/pH4saPwMjhnVGwmSH6RkMaHrt3s.jpg,True
M1970_03,Deliverance,"Jon Voight, Burt Reynolds, Ned Beatty",1972,John Boorman,Survival Thriller,2000000,46000000,Four city men face a brutal fight for survival during a canoeing trip in the Georgia wilderness.,1970,23.0,10669,tt0068473,109,7.311,1835,4.8602,What did happen on the Cahulawassee River?,https://image.tmdb.org/t/p/w500/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg,True
M1970_04,Don't Look Now,"Julie Christie, Donald Sutherland, Hilary Mason",1973,Nicolas Roeg,Psychological Thriller,1100000,4000000,A grieving couple in Venice is haunted by strange visions following the drowning of their daughter.,1970,3.6363636363636362,931,tt0069995,110,6.922,1201,3.2704,Pass the warning.,https://image.tmdb.org/t/p/w500/ivWsU3QtcstImCTOjItsH0SAbNn.jpg,True
M1970_05,The Conversation,"Gene Hackman, John Cazale, Allen Garfield",1974,Francis Ford Coppola,Psychological Thriller,1600000,4400000,A paranoid surveillance expert believes his recordings have intercepted a corporate murder plot.,1970,2.75,592,tt0071360,115,7.504,2060,3.7155,Harry Caul is an invader of privacy. The best in the business.,https://image.tmdb.org/t/p/w500/dHqVBwcv1SGymOpUueRoKzcmdes.jpg,True
M1970_06,Chinatown,"Jack Nicholson, Faye Dunaway, John Huston",1974,Roman Polanski,"Neo-Noir, Mystery Thriller",6000000,29000000,A private eye in 1930s LA uncovers a web of corruption tied to the city's water supply.,1970,4.833333333333333,829,tt0071315,130,7.903,4321,8.1465,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,https://image.tmdb.org/t/p/w500/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg,True
M1970_07,Jaws,"Roy Scheider, Robert Shaw, Richard Dreyfuss",1975,Steven Spielberg,Creature Thriller,9000000,476500000,"A local sheriff, a marine biologist, and an old seaman hunt a man-eating great white shark.",1970,52.94444444444444,578,tt0073195,124,7.682,11686,23.3389,The terrifying motion picture from the terrifying No. 1 best seller.,https://image.tmdb.org/t/p/w500/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,True
M1970_08,Taxi Driver,"Robert De Niro, Jodie Foster, Cybill Shepherd",1976,Martin Scorsese,Psychological Thriller,1300000,28300000,An unstable war veteran takes a night shift taxi job and descends into urban vigilantism.,1970,21.76923076923077,103,tt0075314,114,8.123,13600,19.4526,"On every street in every city in this country, there's a nobody who dreams of being somebody. He's a lonely forgotten man desperate to prove that he's alive.",https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,True
M1970_09,Marathon Man,"Dustin Hoffman, Laurence Olivier, Roy Scheider",1976,John Schlesinger,Conspiracy Thriller,6500000,21800000,A history student is pulled into a deadly conspiracy involving a Nazi war criminal and stolen diamonds.,1970,3.353846153846154,10518,tt0074860,126,7.173,1243,3.2751,One man's dangerous attempts to clear his father's name,https://image.tmdb.org/t/p/w500/uPNgubSiri2yvBQRPtP77ViYjN.jpg,True
M1970_10,Alien,"Sigourney Weaver, Tom Skerritt, John Hurt",1979,Ridley Scott,"Sci-Fi, Horror Thriller",11000000,106000000,The crew of a commercial spacecraft is hunted one-by-one by a parasitic extraterrestrial organism.,1970,9.636363636363637,348,tt0078748,117,8.171,16586,23.004,In space no one can hear you scream.,https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,True
M1980_01,The Shining,"Jack Nicholson, Shelley Duvall, Danny Lloyd",1980,Stanley Kubrick,Psychological Horror Thriller,19000000,47000000,A family stays at an isolated hotel for the winter where a sinister presence drives the father insane.,1980,2.473684210526316,694,tt0081505,144,8.201,19130,31.9977,A masterpiece of modern horror.,https://image.tmdb.org/t/p/w500/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,True
M1980_02,Blow Out,"John Travolta, Nancy Allen, John Lithgow",1981,Brian De Palma,"Neo-Noir, Political Thriller",18000000,12000000,A movie sound recordist accidentally captures audio evidence of a political assassination.,1980,0.6666666666666666,11644,tt0082085,108,7.353,1705,5.4495,Murder has a sound all of its own.,https://image.tmdb.org/t/p/w500/uFzMscVLDrTaYd6KXOXlr6dly7w.jpg,True
M1980_03,Body Heat,"William Hurt, Kathleen Turner, Richard Crenna",1981,Lawrence Kasdan,"Neo-Noir, Erotic Thriller",9000000,24000000,A lawyer is seduced by a mysterious woman into killing her wealthy husband.,1980,2.6666666666666665,14412,tt0082089,113,7.0,703,6.7541,"As the temperature rises, the suspense begins.",https://image.tmdb.org/t/p/w500/5LipPcaW1J9IjAP7TOTesw8OcMS.jpg,True
M1980_04,Blade Runner,"Harrison Ford, Rutger Hauer, Sean Young",1982,Ridley Scott,Sci-Fi Thriller,28000000,41700000,A blade runner is assigned to hunt down and terminate four synthetic humans who escaped back to Earth.,1980,1.4892857142857143,78,tt0083658,118,7.934,15179,24.1467,Man has made his match... now it's his problem.,https://image.tmdb.org/t/p/w500/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,True
M1980_05,Blood Simple,"John Getz, Frances McDormand, Dan Hedaya",1984,Joel Coen,Crime Thriller,1500000,3800000,A jealous bar owner hires a slimy private detective to murder his cheating wife and her lover.,1980,2.533333333333333,11368,tt0086979,97,7.25,1653,3.6644,Passion led to Adultery. Adultery led to Murder. It all seemed so simple...,https://image.tmdb.org/t/p/w500/1DuCXzYWMAE9oGpxIrFWMn1NS0W.jpg,True
M1980_06,Blue Velvet,"Kyle MacLachlan, Isabella Rossellini, Dennis Hopper",1986,David Lynch,"Neo-Noir, Mystery Thriller",6000000,8600000,"A college student finds a severed human ear in a field, stumbling into a criminal underworld.",1980,1.4333333333333333,793,tt0090756,120,7.605,3874,9.6325,"It's a strange world, isn't it?",https://image.tmdb.org/t/p/w500/6v1zYh2FKOYVddY5pCQhd4PO9uX.jpg,True
M1980_07,Fatal Attraction,"Michael Douglas, Glenn Close, Anne Archer",1987,Adrian Lyne,"Psychological, Erotic Thriller",14000000,320100000,A married man's brief weekend affair turns into a nightmare when his lover becomes obsession-driven.,1980,22.864285714285714,10998,tt0093010,119,6.837,1713,5.8677,A look that led to an evening. A mistake he'll regret... FOR THE REST OF HIS LIFE.,https://image.tmdb.org/t/p/w500/vjB9XwJKnYqFKKjhWcE6WpAf5Ki.jpg,True
M1980_08,No Way Out,"Kevin Costner, Gene Hackman, Sean Young",1987,Roger Donaldson,Political Thriller,14000000,35500000,"A naval officer is put in charge of a murder investigation, unaware that all clues point to him.",1980,2.5357142857142856,10083,tt0093640,114,6.9,821,4.4852,"Is it a crime of passion, or an act of treason?",https://image.tmdb.org/t/p/w500/93CzsBvRhg035yvQosRtSsTL19v.jpg,True
M1980_09,Die Hard,"Bruce Willis, Alan Rickman, Bonnie Bedelia",1988,John McTiernan,Action Thriller,28000000,141500000,An NYPD officer tries to save his wife and several others taken hostage by German terrorists in an LA high-rise.,1980,5.053571428571429,562,tt0095016,132,7.815,12449,26.0769,40 stories of sheer adventure!,https://image.tmdb.org/t/p/w500/7Bjd8kfmDSOzpmhySpEhkUyK2oH.jpg,True
M1980_10,Dead Calm,"Nicole Kidman, Sam Neill, Billy Zane",1989,Phillip Noyce,Psychological Thriller,10000000,10200000,A grieving couple on a yacht trip rescues a panicked man who left his sinking vessel under suspicious circumstances.,1980,1.02,10493,tt0097162,96,6.564,841,5.1685,High seas. Deep terror. Try to stay calm.,https://image.tmdb.org/t/p/w500/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg,True
M1990_01,Misery,"James Caan, Kathy Bates, Richard Farnsworth",1990,Rob Reiner,Psychological Thriller,20000000,61000000,A famous author is rescued from a car crash by an obsessive fan who holds him captive.,1990,3.05,1700,tt0100157,107,7.8,5315,9.3057,"Paul Sheldon used to write for a living. Now, he’s writing to stay alive.",https://image.tmdb.org/t/p/w500/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,True
M1990_02,The Silence of the Lambs,"Jodie Foster, Anthony Hopkins, Scott Glenn",1991,Jonathan Demme,Psychological Thriller,19000000,272700000,An FBI trainee seeks the advice of an imprisoned cannibalistic psychiatrist to catch another serial killer.,1990,14.352631578947369,274,tt0102926,119,8.345,18225,7.407,To enter the mind of a killer she must challenge the mind of a madman.,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,True
M1990_03,Basic Instinct,"Michael Douglas, Sharon Stone, George Dzundza",1992,Paul Verhoeven,Erotic Thriller,49000000,352900000,"A police detective investigates a brutal murder and gets involved with the prime suspect, a manipulative novelist.",1990,7.202040816326531,402,tt0103772,128,6.947,4445,17.5412,A brutal murder. A brilliant killer. A cop who can't resist the danger.,https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,True
M1990_04,The Fugitive,"Harrison Ford, Tommy Lee Jones, Sela Ward",1993,Andrew Davis,"Action, Crime Thriller",44000000,368900000,A doctor wrongfully convicted of his wife's murder escapes custody to find the real one-armed killer.,1990,8.38409090909091,5503,tt0106977,131,7.486,4861,11.9168,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,https://image.tmdb.org/t/p/w500/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,True
M1990_05,Pulp Fiction,"John Travolta, Samuel L. Jackson, Uma Thurman",1994,Quentin Tarantino,Crime Thriller,8000000,213900000,"The lives of two mob hitmen, a boxer, a gangster, and his wife intertwine in four tales of violence.",1990,26.7375,680,tt0110912,154,8.5,30534,42.595,You won’t know the facts until you’ve seen the fiction.,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,True
M1990_06,The Usual Suspects,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri",1995,Bryan Singer,"Mystery, Crime Thriller",6000000,34400000,A sole survivor tells of a twist-filled heist orchestrated by a legendary criminal mastermind.,1990,5.733333333333333,629,tt0114814,106,8.166,11557,18.4309,Five criminals. One line up. No coincidence.,https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,True
M1990_07,Se7en,"Morgan Freeman, Brad Pitt, Kevin Spacey",1995,David Fincher,Crime Thriller,33000000,327300000,Two homicide detectives hunt a serial killer who uses the seven deadly sins as his motives.,1990,9.918181818181818,807,tt0114369,127,8.381,23422,31.6754,Gluttony. Greed. Sloth. Envy. Wrath. Pride. Lust.,https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,True
M1990_08,Fargo,"Frances McDormand, William H. Macy, Steve Buscemi",1996,Joel Coen,"Dark Comedy, Crime Thriller",7000000,60600000,A desperate car salesman's inept plan to kidnap his own wife for ransom falls apart due to bumbling criminals.,1990,8.657142857142857,275,tt0116282,98,7.851,9210,11.3793,A lot can happen in the middle of nowhere.,https://image.tmdb.org/t/p/w500/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,True
M1990_09,L.A. Confidential,"Kevin Spacey, Russell Crowe, Guy Pearce",1997,Curtis Hanson,"Neo-Noir, Crime Thriller",35000000,126000000,Three vastly different LAPD detectives investigate a series of murders and unearth deep police corruption.,1990,3.6,2118,tt0119488,138,7.805,5631,10.1048,Everything is suspect... Everyone is for sale... And nothing is what it seems.,https://image.tmdb.org/t/p/w500/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,True
M1990_10,The Sixth Sense,"Bruce Willis, Haley Joel Osment, Toni Collette",1999,M. Night Shyamalan,Supernatural Thriller,40000000,672800000,A child psychologist treats a frightened little boy who claims he can see dead people.,1990,16.82,745,tt0167404,107,7.954,13045,16.5614,Not every gift is a blessing.,https://image.tmdb.org/t/p/w500/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,True
M2000_01,Memento,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano",2000,Christopher Nolan,Psychological Thriller,9000000,40000000,A man with short-term memory loss uses notes and tattoos to track down his wife's killer.,2000,4.444444444444445,77,tt0209144,113,8.174,16485,25.6342,Some memories are best forgotten.,https://image.tmdb.org/t/p/w500/nzlv62aC0octS5AklAiWpXLX9Z0.jpg,True
M2000_02,Mulholland Drive,"Naomi Watts, Laura Harring, Justin Theroux",2001,David Lynch,"Neo-Noir, Mystery Thriller",15000000,20100000,An aspiring actress arrives in LA and befriends an amnesiac woman recovering from a car crash.,2000,1.34,1018,tt0166924,147,7.8,7148,16.6253,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,https://image.tmdb.org/t/p/w500/x7A59t6ySylr1L7aubOQEA480vM.jpg,True
M2000_03,Mystic River,"Sean Penn, Kevin Bacon, Tim Robbins",2003,Clint Eastwood,"Crime Drama, Thriller",30000000,156800000,The murder of a man's daughter reunites three childhood friends whose lives were shattered by a past tragedy.,2000,5.226666666666667,322,tt0327056,138,7.745,7566,12.1152,"We bury our sins, we wash them clean.",https://image.tmdb.org/t/p/w500/hCHVDbo6XJGj3r2i4hVjKhE0GKF.jpg,True
M2000_04,Oldboy,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jung",2003,Park Chan-wook,"Action, Psychological Thriller",3000000,15000000,"A man is kidnapped and imprisoned for 15 years, then abruptly released with 5 days to find his captor.",2000,5.0,670,tt0364569,120,8.233,10013,20.9444,"15 years of imprisonment, five days of vengeance.",https://image.tmdb.org/t/p/w500/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,True
M2000_05,Collateral,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith",2004,Michael Mann,"Neo-Noir, Crime Thriller",65000000,220900000,A Los Angeles cab driver finds himself taken hostage by an assassin contractually bound to do multiple hits.,2000,3.3984615384615386,1538,tt0369339,120,7.246,6371,10.0714,It started like any other night.,https://image.tmdb.org/t/p/w500/nV5316WUsVij8sVXLCF1g7TFitg.jpg,True
M2000_06,The Departed,"Leonardo DiCaprio, Matt Damon, Jack Nicholson",2006,Martin Scorsese,"Crime, Espionage Thriller",90000000,291500000,An undercover cop and a mole in the police force try to identify each other while infiltrating an Irish gang.,2000,3.238888888888889,1422,tt0407887,151,8.16,16416,29.301,"Cops or criminals. When you’re facing a loaded gun, what’s the difference?",https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg,True
M2000_07,No Country for Old Men,"Tommy Lee Jones, Javier Bardem, Josh Brolin",2007,Joel Coen,"Neo-Western, Crime Thriller",25000000,171600000,"A hunter stumbles on a drug deal gone wrong and takes a briefcase of cash, pursued by a psychopathic killer.",2000,6.864,6977,tt0477348,122,7.948,13540,21.9748,There are no clean getaways.,https://image.tmdb.org/t/p/w500/uB7RDZby43Wvu8SKGHHTwGyTDBX.jpg,True
M2000_08,Zodiac,"Jake Gyllenhaal, Mark Ruffalo, Robert Downey Jr.",2007,David Fincher,"Mystery, Crime Thriller",65000000,84700000,A political cartoonist becomes obsessed with hunting down the infamous Zodiac Killer in San Francisco.,2000,1.303076923076923,1949,tt0443706,157,7.533,11700,12.3009,There's more than one way to lose your life to a killer.,https://image.tmdb.org/t/p/w500/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,True
M2000_09,Taken,"Liam Neeson, Maggie Grace, Famke Janssen",2008,Pierre Morel,Action Thriller,25000000,226800000,A retired CIA operative relies on his old skills to save his estranged daughter after she is kidnapped in Paris.,2000,9.072,8681,tt0936501,94,7.409,12225,15.2216,They took his daughter. He'll take their lives.,https://image.tmdb.org/t/p/w500/ognkaUSNgJe1a2pjB4UNdzEo5jT.jpg,True
M2000_10,Shutter Island,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley",2010,Martin Scorsese,Psychological Thriller,80000000,294800000,A US Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.,2010,3.685,11324,tt1130884,138,8.198,26127,26.4103,Someone is missing.,https://image.tmdb.org/t/p/w500/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg,True
M2010_01,Inception,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page",2010,Christopher Nolan,"Sci-Fi, Heist Thriller",160000000,839000000,A thief who steals corporate secrets through dream-sharing technology is given the inverse task of planting an idea.,2010,5.24375,27205,tt1375666,148,8.373,39714,58.1839,Your mind is the scene of the crime.,https://image.tmdb.org/t/p/w500/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,True
M2010_02,Black Swan,"Natalie Portman, Mila Kunis, Vincent Cassel",2010,Darren Aronofsky,Psychological Thriller,13000000,329400000,"A committed ballerina wins the lead role in Swan Lake, only to lose her grip on reality due to intense pressure.",2010,25.338461538461537,44214,tt0947798,108,7.683,15694,16.8411,"""I just want to be perfect.""",https://image.tmdb.org/t/p/w500/viWheBd44bouiLCHgNMvahLThqx.jpg,True
M2010_03,The Girl with the Dragon Tattoo,"Daniel Craig, Rooney Mara, Christopher Plummer",2011,David Fincher,Mystery Thriller,90000000,232600000,A journalist and a hacker team up to solve the 40-year-old disappearance of an industrialist's niece.,2010,2.5844444444444443,65754,tt1568346,158,7.386,7697,8.8166,"What is hidden in snow, comes forth in the thaw.",https://image.tmdb.org/t/p/w500/8bokS83zGdhaXgN9tjidUKmAftW.jpg,True
M2010_04,Prisoners,"Hugh Jackman, Jake Gyllenhaal, Viola Davis",2013,Denis Villeneuve,"Crime, Mystery Thriller",46000000,122100000,A desperate father takes matters into his own hands when the police fail to find his missing young daughter.,2010,2.6543478260869566,146233,tt1392214,153,8.106,13281,17.1458,How far would you go to protect your child?,https://image.tmdb.org/t/p/w500/uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,True
M2010_05,Nightcrawler,"Jake Gyllenhaal, Rene Russo, Riz Ahmed",2014,Dan Gilroy,Psychological Thriller,8500000,47400000,"A desperate con man muscles into the world of LA freelance crime journalism, blurring lines between observer and participant.",2010,5.576470588235294,242582,tt2872718,118,7.708,11873,18.9841,The city shines brightest at night.,https://image.tmdb.org/t/p/w500/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,True
M2010_06,Gone Girl,"Ben Affleck, Rosamund Pike, Neil Patrick Harris",2014,David Fincher,Psychological Thriller,61000000,369300000,A man becomes the prime suspect in the intense media circus surrounding the sudden disappearance of his wife.,2010,6.054098360655738,210577,tt2267998,149,7.89,20161,26.0247,You don't know what you've got 'til it's...,https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,True
